EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	TRAIN_PRECISION	TRAIN_RECALL	TRAIN_F1	TRAIN_ACCURACY	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	15:36:32	0	0.0000	2.4598538731929938	1.5179344415664673	0.0017	0.0001	0.0001	0.8286	1.5258961915969849	0.0	0.0	0.0	0.8305
2	15:37:15	0	0.0000	1.180931019981765	0.9102762341499329	0.0017	0.0001	0.0001	0.8286	0.9028670787811279	0.0	0.0	0.0	0.8305
3	15:37:59	0	0.0000	0.8697991529245146	0.7233665585517883	0.0017	0.0001	0.0001	0.8286	0.7228750586509705	0.0	0.0	0.0	0.8305
4	15:38:44	0	0.0000	0.7054664301874769	0.5868856906890869	0.237	0.0264	0.0475	0.8326	0.6008151769638062	0.2148	0.0295	0.0519	0.8349
5	15:39:28	0	0.0000	0.5921444591696509	0.5190421342849731	0.4632	0.2833	0.3516	0.8684	0.5366393327713013	0.4415	0.2996	0.357	0.8683
6	15:40:12	0	0.0000	0.5314607654654855	0.4639450013637543	0.5082	0.4101	0.4539	0.8828	0.4882453382015228	0.4729	0.4008	0.4338	0.8773
7	15:40:57	0	0.0000	0.4870152854134516	0.42805400490760803	0.5403	0.4553	0.4942	0.8901	0.4546288847923279	0.5003	0.4361	0.466	0.8829
8	15:41:41	0	0.0000	0.4565726580996673	0.40006259083747864	0.5717	0.4485	0.5027	0.8931	0.4289088845252991	0.5269	0.4269	0.4717	0.8862
9	15:42:26	0	0.0000	0.42714079924999343	0.3673950135707855	0.5873	0.5233	0.5535	0.901	0.40099459886550903	0.5446	0.4937	0.5179	0.8916
10	15:43:10	0	0.0000	0.39777392799672895	0.34109529852867126	0.605	0.5914	0.5981	0.9075	0.37978169322013855	0.5474	0.5445	0.546	0.8935
11	15:43:55	0	0.0000	0.3694195396276017	0.3185730576515198	0.6189	0.6444	0.6314	0.9121	0.3629409968852997	0.5566	0.5852	0.5706	0.8957
12	15:44:39	0	0.0000	0.3472315484868382	0.2982182502746582	0.6627	0.6621	0.6624	0.9196	0.348649263381958	0.6047	0.6041	0.6044	0.9038
13	15:45:24	0	0.0000	0.3250547203972859	0.28303036093711853	0.6758	0.7121	0.6935	0.9246	0.34025391936302185	0.6125	0.651	0.6312	0.9061
14	15:46:10	0	0.0000	0.31102626664082283	0.26829928159713745	0.7018	0.7182	0.7099	0.9293	0.3297281861305237	0.6305	0.6442	0.6373	0.9098
15	15:46:55	0	0.0000	0.29793063384439794	0.2590849697589874	0.7002	0.7367	0.718	0.9309	0.32519692182540894	0.6205	0.6578	0.6386	0.9086
16	15:47:40	0	0.0000	0.2850418372585437	0.2492038607597351	0.7083	0.7426	0.725	0.933	0.3237982392311096	0.6251	0.6592	0.6417	0.9097
17	15:48:24	0	0.0000	0.27718873023483664	0.23839688301086426	0.7267	0.7455	0.736	0.9365	0.31959280371665955	0.6421	0.6539	0.648	0.912
18	15:49:08	1	0.0000	0.2693537167183543	0.23559676110744476	0.7096	0.7689	0.7381	0.9357	0.3216804563999176	0.6207	0.6781	0.6482	0.9097
19	15:49:49	0	0.0000	0.26055761878470574	0.22641754150390625	0.7216	0.7729	0.7464	0.9384	0.31879130005836487	0.6246	0.6747	0.6487	0.9104
